11162,La Jolla,Chase Cox,Male,46,40000.00,2024-02-18,5-10 Miles
11163,Spring Valley,Gabriel Wang,Male,45,40000.00,2024-05-01,5-10 Miles
11164,Torrance,Devin Brooks,Male,46,40000.00,2024-04-27,1-2 Miles
11165,Oakland,Jocelyn Alexander,Female,46,60000.00,2024-05-25,1-2 Miles
11166,Olympia,Ashley Martinez,Female,48,70000.00,2024-10-14,0-1 Miles
11167,Issaquah,Jasmine Barnes,Female,47,80000.00,2024-01-07,0-1 Miles
11168,Oakland,David Rodriguez,Male,52,80000.00,2024-01-15,0-1 Miles
11169,Coronado,Bryce Richardson,Male,52,90000.00,2024-05-26,0-1 Miles
11170,Burien,Carol Howard,Female,52,90000.00,2024-08-26,0-1 Miles
11171,Woodland Hills,Jonathan Hill,Male,47,100000.00,2022-08-20,1-2 Miles
11172,Lynnwood,Gabrielle Adams,Female,52,100000.00,2024-05-03,1-2 Miles
11173,W. Linn,Sarah Thomas,Female,52,110000.00,2024-03-02,0-1 Miles
11174,Los Angeles,Nicholas Robinson,Male,52,110000.00,2024-07-13,2-5 Miles
11175,Beverly Hills,Luis Wang,Male,57,70000.00,2022-08-28,5-10 Miles
11176,Haney,Mason Roberts,Male,46,90000.00,2024-02-02,1-2 Miles
11177,San Diego,Jose Flores,Male,77,110000.00,2024-03-29,5-10 Miles
11178,Lakewood,Nathan Johnson,Male,71,100000.00,2024-02-21,1-2 Miles
11179,Beverly Hills,Molly Rodriguez,Female,66,120000.00,2024-03-12,5-10 Miles
11180,Chula Vista,April Anand,Female,77,160000.00,2024-03-17,0-1 Miles
11181,Los Angeles,Devin Martin,Male,65,170000.00,2024-05-07,0-1 Miles
11182,Sedro Woolley,Stephanie Torres,Female,75,70000.00,2024-08-28,10+ Miles
11183,Santa Cruz,Jasmine Lee,Female,75,70000.00,2024-04-30,10+ Miles
11184,Concord,Meghan Hernandez,Female,70,70000.00,2024-08-10,10+ Miles
11185,Metchosin,Ashley Henderson,Female,75,70000.00,2024-02-21,10+ Miles
11186,Palo Alto,Sarah Price,Female,76,70000.00,2024-10-18,10+ Miles
11187,Burien,Jennifer Cooper,Female,76,60000.00,2024-04-03,10+ Miles
11188,San Gabriel,Catherine Morris,Female,75,60000.00,2024-11-01,1-2 Miles
11189,Bellingham,Lawrence Blanco,Male,75,60000.00,2022-08-26,10+ Miles
11190,Beverly Hills,Carson Bryant,Male,76,70000.00,2024-08-28,10+ Miles
11191,Colma,Kristi Perez,Female,74,70000.00,2022-08-11,10+ Miles
11192,Seattle,James Brown,Male,74,60000.00,2024-06-23,2-5 Miles
11193,Woodburn,Ian Gray,Male,75,60000.00,2024-02-25,2-5 Miles
11194,Palo Alto,Jacqueline Price,Female,75,60000.00,2024-03-13,2-5 Miles
11195,Renton,Megan Henderson,Female,74,60000.00,2024-04-14,10+ Miles
11196,Beaverton,Alfredo Romero,Male,74,60000.00,2024-03-03,10+ Miles
11197,Seattle,Andrea Morris,Female,74,70000.00,2024-05-02,1-2 Miles
11198,Santa Cruz,Brooke Sanders,Female,73,70000.00,2024-02-05,10+ Miles
11199,Burlingame,Jacqueline Bennett,Female,68,70000.00,2024-03-18,10+ Miles
11200,Victoria,Jason Griffin,Male,72,70000.00,2024-02-07,1-2 Miles
11201,Santa Monica,Amanda Foster,Female,72,70000.00,2024-07-01,10+ Miles
11202,Lakewood,Alexia Price,Female,67,80000.00,2024-09-15,1-2 Miles
11203,Port Hammond,Luis Diaz,Male,66,40000.00,2024-02-20,10+ Miles
11204,Beaverton,Destiny Rivera,Female,72,40000.00,2024-08-09,2-5 Miles
11205,Burien,Abby Fernandez,Female,71,40000.00,2024-07-27,10+ Miles
11206,Lynnwood,Blake Flores,Male,71,60000.00,2024-05-11,10+ Miles
11207,Renton,Danielle Cox,Female,71,60000.00,2024-01-31,10+ Miles
11208,Glendale,Maria Reed,Female,72,60000.00,2024-03-04,10+ Miles
11209,Lincoln Acres,Allison Evans,Female,72,60000.00,2024-03-25,10+ Miles
11210,West Covina,Edward Wood,Male,72,70000.00,2024-05-06,10+ Miles
11211,Haney,Samantha Russell,Female,65,40000.00,2024-02-01,2-5 Miles
11212,Metchosin,Chloe Campbell,Female,70,40000.00,2024-01-30,2-5 Miles
11213,Edmonds,Stephanie Murphy,Female,71,60000.00,2024-03-28,10+ Miles
11214,Milwaukie,Charles Miller,Male,70,60000.00,2024-08-14,10+ Miles
11215,Royal Oak,Ana Perry,Female,64,40000.00,2024-02-15,10+ Miles
11216,Portland,Jasmine Torres,Female,70,60000.00,2022-08-15,10+ Miles
11217,Portland,Natalie Adams,Female,70,60000.00,2022-08-10,10+ Miles
11218,Tacoma,Olivia Brown,Female,64,60000.00,2024-02-28,2-5 Miles
11219,Woodburn,Charles Cook,Male,69,60000.00,2024-10-29,10+ Miles
11220,Colma,Erica Huang,Female,64,60000.00,2024-03-14,10+ Miles
11221,Lakewood,Nathan Perry,Male,70,70000.00,2024-04-07,1-2 Miles
11222,Santa Monica,Alexandra Rivera,Female,69,80000.00,2024-11-01,1-2 Miles
11223,Langley,Hailey Patterson,Female,68,70000.00,2024-01-29,2-5 Miles
11224,Burien,Tiffany Li,Female,68,70000.00,2022-08-07,10+ Miles
11225,Renton,Madison Lee,Female,63,60000.00,2024-06-22,10+ Miles
11226,W. Linn,Sydney Ross,Female,63,60000.00,2024-02-21,2-5 Miles
11227,Colma,Marshall Chavez,Male,63,60000.00,2022-08-03,10+ Miles
11228,El Cajon,Ashley Jones,Female,69,60000.00,2024-10-25,10+ Miles
11229,Redwood City,Adrian Stewart,Male,68,70000.00,2024-07-27,10+ Miles
11230,Santa Monica,Amber Turner,Female,69,70000.00,2024-07-16,2-5 Miles
11231,Bremerton,Dennis Zhang,Male,62,60000.00,2024-02-10,10+ Miles
11232,Everett,Hailey Bryant,Female,67,60000.00,2024-09-20,2-5 Miles
11233,Berkeley,Todd Li,Male,62,70000.00,2024-02-08,10+ Miles
11234,Long Beach,Anna Griffin,Female,67,70000.00,2024-02-08,10+ Miles
11235,Ballard,Angel Stewart,Male,68,70000.00,2024-07-04,10+ Miles
11236,Bellingham,Jeremy Butler,Male,68,70000.00,2024-10-03,10+ Miles
11237,Solingen,Clarence Anand,Male,61,130000.00,2022-09-05,0-1 Miles
11238,Birmingham,Mayra Prasad,Female,61,130000.00,2022-01-06,0-1 Miles
11239,London,Latoya Goel,Female,56,130000.00,2022-01-19,5-10 Miles
11240,Watford,Anne Hernandez,Female,61,160000.00,2022-02-27,5-10 Miles
11241,Les Ulis,Lisa Cai,Female,51,100000.00,2023-09-10,5-10 Miles
11242,Versailles,Larry Munoz,Male,62,110000.00,2023-09-19,5-10 Miles
11243,Esher-Molesey,Robin Alvarez,Female,62,150000.00,2022-02-21,0-1 Miles
11244,Runcorn,Alexis Coleman,Female,57,170000.00,2022-02-12,0-1 Miles
11245,Hamburg,Ricky Vazquez,Male,63,120000.00,2022-09-26,5-10 Miles
11246,Hamburg,Latasha Rubio,Female,63,120000.00,2022-10-03,5-10 Miles
11247,Lancaster,Claudia Zhou,Female,64,130000.00,2022-02-18,0-1 Miles
11248,Saint-Denis,Tristan Alexander,Male,59,110000.00,2024-07-14,10+ Miles
11249,Sulzbach Taunus,Cindy Patel,Female,59,130000.00,2022-10-09,0-1 Miles
11250,Woolston,Shannon Liu,Female,59,170000.00,2022-03-17,5-10 Miles
11251,Haney,Xavier Long,Male,87,30000.00,2024-10-18,5-10 Miles
11252,Lemon Grove,Nicholas Thompson,Male,88,90000.00,2022-08-14,2-5 Miles
11253,Victoria,José Hernandez,Male,76,60000.00,2024-03-01,1-2 Miles
11254,Burien,Johnathan Vance,Male,87,70000.00,2024-11-23,5-10 Miles
11255,Burien,Colin Lin,Male,87,70000.00,2024-02-23,5-10 Miles
11256,Lynnwood,Katelyn Hernandez,Female,86,70000.00,2024-04-15,5-10 Miles
11257,Newport Beach,Jacqueline Powell,Female,87,120000.00,2022-08-24,2-5 Miles
11258,Palo Alto,Xavier Hill,Male,87,120000.00,2024-05-21,2-5 Miles
11259,Salem,Victoria Stewart,Female,55,100000.00,2022-09-04,2-5 Miles
11260,Burlingame,Katelyn Kelly,Female,49,110000.00,2024-02-05,2-5 Miles
11261,San Diego,Stephanie Collins,Female,55,130000.00,2022-09-27,0-1 Miles
11262,Port Hammond,Jennifer Simmons,Female,50,80000.00,2024-02-27,0-1 Miles
11263,Burien,Trinity Richardson,Female,55,90000.00,2022-08-29,2-5 Miles
11264,Issaquah,Eduardo Martin,Male,56,90000.00,2024-01-02,0-1 Miles
11265,Kirkland,Elizabeth Jones,Female,55,90000.00,2024-01-03,0-1 Miles
11266,Port Orchard,Taylor Howard,Female,56,90000.00,2022-09-10,5-10 Miles
11267,Burlingame,David Diaz,Male,50,120000.00,2022-09-17,2-5 Miles
11268,Coronado,Katelyn Carter,Female,56,130000.00,2024-05-29,1-2 Miles
11269,Daly City,Ryan Foster,Male,50,130000.00,2024-08-22,0-1 Miles
11270,Lakewood,Robert Lee,Male,50,130000.00,2022-09-10,0-1 Miles
11271,San Francisco,Danielle Reed,Female,56,150000.00,2022-09-27,1-2 Miles
11272,Beverly Hills,Lauren Martinez,Female,63,70000.00,2022-09-19,5-10 Miles
11273,La Jolla,Nathan Lal,Male,63,90000.00,2024-05-14,10+ Miles
11274,Bellingham,Kyle Foster,Male,86,50000.00,2022-08-29,5-10 Miles
11275,Colma,Jenny Rai,Female,86,80000.00,2022-08-30,0-1 Miles
11276,Cliffside,Nancy Chapman,Female,51,80000.00,2024-01-29,2-5 Miles
11277,Royal Oak,Charles Jackson,Male,57,80000.00,2024-02-02,0-1 Miles
11278,Edmonds,Jonathan Phillips,Male,56,90000.00,2022-09-16,10+ Miles
11279,Everett,Amanda Cook,Female,51,90000.00,2024-03-03,10+ Miles
11280,Lynnwood,Robert Collins,Male,56,90000.00,2024-07-01,10+ Miles
11281,Burbank,Megan Barnes,Female,51,110000.00,2022-09-13,5-10 Miles
11282,Burien,Christian Thomas,Male,58,90000.00,2022-08-31,1-2 Miles
11283,Berkeley,Arturo Lal,Male,57,110000.00,2024-05-29,1-2 Miles
11284,Chula Vista,Theresa Serrano,Female,58,110000.00,2024-02-06,1-2 Miles
11285,Fremont,Jeremy Anderson,Male,52,120000.00,2024-07-27,2-5 Miles
11286,Torrance,Hunter Griffin,Male,58,170000.00,2022-09-21,2-5 Miles
11287,Cliffside,Henry Garcia,Male,59,70000.00,2024-01-29,5-10 Miles
11288,Burbank,Cindy Sanchez,Female,47,110000.00,2024-03-05,2-5 Miles
11289,Downey,Maria Carter,Female,53,130000.00,2022-09-08,0-1 Miles
11290,Lakewood,Katelyn Sanchez,Female,53,130000.00,2022-09-20,2-5 Miles
11291,Lemon Grove,Jenna Wright,Female,53,130000.00,2022-09-04,2-5 Miles
11292,San Gabriel,Seth Phillips,Male,58,150000.00,2022-09-15,0-1 Miles
11293,Port Orchard,Luke Long,Male,65,60000.00,2024-02-24,1-2 Miles
11294,Issaquah,Dalton Clark,Male,64,60000.00,2024-09-25,1-2 Miles
11295,Concord,Taylor Lewis,Female,66,80000.00,2022-09-25,5-10 Miles
11296,Everett,Haley Richardson,Female,84,50000.00,2022-09-01,5-10 Miles
11297,Burbank,Noah Coleman,Male,85,70000.00,2022-09-26,5-10 Miles
11298,Chula Vista,Jon Luo,Male,85,70000.00,2022-09-12,1-2 Miles
11299,Burbank,Orlando Vazquez,Male,84,70000.00,2022-09-26,1-2 Miles
11300,N. Vancouver,Fernando Barnes,Male,60,80000.00,2024-01-31,1-2 Miles
11301,Ballard,Cameron Rodriguez,Male,60,80000.00,2024-06-09,5-10 Miles
11302,Corvallis,Spencer Russell,Male,54,90000.00,2022-09-06,1-2 Miles
11303,Edmonds,Julia Coleman,Female,59,90000.00,2022-09-02,1-2 Miles
11304,Portland,Julia Garcia,Female,54,100000.00,2024-03-20,5-10 Miles
11305,Chula Vista,Sean Evans,Male,60,110000.00,2024-03-25,2-5 Miles
11306,Coronado,Micah Zhou,Male,60,110000.00,2024-06-30,2-5 Miles
11307,Daly City,Hunter Rodriguez,Male,60,80000.00,2022-09-04,5-10 Miles
11308,Oregon City,Ian Gonzales,Male,66,60000.00,2024-09-07,1-2 Miles
11309,Beaverton,Victoria Lewis,Female,66,60000.00,2024-07-09,5-10 Miles
11310,San Francisco,Erin Sanders,Female,61,70000.00,2024-08-12,5-10 Miles
11311,Lynnwood,Gabrielle Lopez,Female,66,70000.00,2024-04-18,1-2 Miles
11312,Lynnwood,Sara Richardson,Female,67,70000.00,2024-05-17,5-10 Miles
11313,Port Orchard,Trevor Jenkins,Male,67,70000.00,2024-05-07,5-10 Miles
11314,Issaquah,Mya Flores,Female,55,70000.00,2024-02-25,1-2 Miles
11315,Port Orchard,Hailey Ward,Female,66,70000.00,2024-05-20,1-2 Miles
11316,Langford,Luke Allen,Male,66,60000.00,2024-01-12,5-10 Miles
11317,Salem,Victoria Russell,Female,62,40000.00,2022-09-01,5-10 Miles
11318,Edmonds,Jessica Wilson,Female,67,40000.00,2024-10-17,1-2 Miles
11319,Oakland,Jade Bailey,Female,77,70000.00,2022-09-09,1-2 Miles
11320,Glendale,Morgan Hill,Female,83,80000.00,2024-06-15,5-10 Miles
11321,Burien,Terrance Raman,Male,81,90000.00,2024-02-23,5-10 Miles
11322,Bremerton,Sydney Garcia,Female,82,90000.00,2024-03-24,5-10 Miles
11323,Daly City,Jose Patterson,Male,82,120000.00,2022-09-10,5-10 Miles
11324,Glendale,Zachary Anderson,Male,81,90000.00,2022-09-26,1-2 Miles
11325,Seattle,Elijah Ross,Male,81,90000.00,2022-09-19,5-10 Miles
11326,Beverly Hills,Rafael Xie,Male,81,130000.00,2022-09-15,0-1 Miles
11327,Burbank,Jaime Moreno,Male,80,90000.00,2022-09-26,5-10 Miles
11328,Newton,Julian Griffin,Male,80,90000.00,2024-01-05,5-10 Miles
11329,Concord,Andy Alvarez,Male,79,90000.00,2022-09-25,5-10 Miles
11330,Oak Bay,Ryan Thompson,Male,80,110000.00,2024-02-12,2-5 Miles
11331,Shawnee,Samantha Jenkins,Female,51,90000.00,2024-02-07,1-2 Miles
